"View Detail","Federal Fiscal Year","CCMP Action","Project Name","Describe Activities Funded","Role Description","Admin Op","Public Ed","Reporting Year","Land Acq","Non Pt","Mon Res","Restor","Sewer","Stormw","Wastew","Other","Fed Cash","Federal In Kind","State Cash","State In Kind","Local Cash","Local In Kind","Private Cash","Private In Kind","Total Cash","Total In Kind","NEP Comments","HQ Comments","Region Comments","NEP Status","Region","State","NEP Name","HQ Status","Region Status","Role Name","Creation Date","Last Modified"
"37597","2017","BH-1,BH-6","HABITAT MASTERPLAN UPDATE.","As in previous updates, the Southwest Florida Water Management District (SWFWMD) Surface Water Improvement and Management (SWIM) Program has utilized components of the TBEP HMPU to identify potential habitat enhancement and restoration sites in their Tampa Bay SWIM Plan. The purpose of this project is to continue this collaboration. The TBEP will work with SWFWMD SWIM staff to identify new opportunities for habitat acquisition, enhancement and restoration at specific sites throughout the Tampa Bay watershed.","TBEP APPLIED FOR FUNDING FROM SWFWMD.","0","0","0","0","0","0","100","0","0","0","0","0","0","50000","0","0","0","0","0","50000","0","-","-","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","31-AUG-2017 11:00AM","-"
"37595","2017","BH-1, WQ-1, PE-1","2016-2017 Cooperative Agreement and Annual Workplan","CCMP implementation. Staff salary, benefits, overhead. Benthic and Seagrass Monitoring Program. Tech Support and Data Management. Ocean Acidification Monitoring.
Development of Fisheries Health Index,Coastal Upland Targets DevelopmENT.Community Information and Publications. Tampa Bay Estuary Atlas. Bay Soundings newsletter. Give-A-Day outreach.","TBEP APPLIED FOR FEDERAL 320 FUNDS MATCHED BY LOCAL GOVERNMENT CASH AND IN-KIND.","52","6","0","0","0","42","0","0","0","0","0","0","0","141793","0","330539","245668","0","0","472332","245668","-","-","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","31-AUG-2017 10:45AM","-"
"37588","2017","WQ-1, BH-1","2017 TAMPA BAY ENVIRONMENTAL RESTORATION FUND - SWFWMD","BOYD HILL - This project will consist of modifying existing stormwater channels and back-filling ditches to restore hydrology and create freshwater wetland habitat within Boyd Hill Nature Preserve. 
MOBBLEY BAYOU - This project will focus on the restoration and enhancement of tidal creeks and estuarine tidal habitats within the Mobbly Bayou Preserve. Construction will consist traditional techniques and hydro-blasting to remove spoil mounds, create littoral shelves, and establish ditch blocks to restore natural hydrology and increase estuarine habitat.
OA - Establish and monitor coastal carbon system parameters (pH, O2, CTD, PAR and pCO2) at a near-shore,
ocean acidification monitoring station west of Tampa Bay’s entrance.","SWFWMD PROVIDED SIGNIFICANT FUNDING FOR THESE THREE PROJECTS.","10","0","0","0","0","45","45","0","0","0","0","0","0","350000","0","0","0","0","0","350000","0","-","-","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","31-AUG-2017 08:49AM","-"
"37589","2017","BH-1, WQ-1","2017 TAMPA BAY ENVIRONMENTAL RESTORATION FUND - PINELLAS COUNTY","MOBBLY BAYOU -This project will focus on the restoration and enhancement of tidal creeks and estuarine tidal habitats within the Mobbly Bayou Preserve. Construction will consist traditional techniques and hydro-blasting to remove spoil mounds, create littoral shelves, and establish ditch blocks to restore natural hydrology and increase estuarine habitat.","Tampa Bay Estuary Program (TBEP) APPLIED FOR AND RECEIVED FUNDING FROM PINELLAS COUNTY. PINELLAS County PROVIDED PARTIAL FUNDING in support of THIS PROJECT.","10","0","0","0","0","0","90","0","0","0","0","0","0","0","0","50000","0","0","0","50000","0","-","Ron, description for this project appears to be a duplicate to another Mobbly entry. Sending this back either so you can delete it altogether (if indeed a duplicate) or supply $ breakdown (I added $1 to escape validation errors) and adding language in role description because there's a 150 minimum character limit. (9/15/2017 10:55:27 am)","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","31-AUG-2017 09:05AM","-"
"37596","2017","BH-4,FW-6","HARD BOTTOM MAPPING AND CHARACTERIZATION IN TAMPA BAY.","This project will advance the efforts to fill an important data gap to gain a better understanding of the distribution and protection/restoration needs of valuable submerged habitats in Tampa Bay, including hard bottom, oysters and tidal flats.","TBEP APPLIED FOR AND RECEIVED A GRANT FROM PINELLAS COUNTY.","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","100000","0","0","0","100000","0","-","-","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","31-AUG-2017 10:54AM","-"
"37594","2017","BH-1","2017 TAMPA BAY ENVIRONMENTAL RESTORATION FUND - MOSAIC CO.","HARD BOTTOM - The TBEP, in partnership with Pinellas County, seeks to develop a map product of hardbottom habitats in the Pinellas County Aquatic Preserve boundaries between the Skyway and Gandy Bridges. The resulting map product will lead to the development of protection and restoration targets for this habitat within Tampa Bay.
WOODSTORK POND - restore Wood Stork pond to its original function, namely controlling water levels and removing nutrients. This involves removal of invasive species, dredging the stormwater pond and publicizing new techniques of pond maintenance at state-level environmental conferences and over our dedicated website.
Project","RESTORE AMERICA'S ESTUARIES APPLIED FOR THIS FUNDING TO POOL WITH OTHER TBERF $$","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70000","0","70000","0","-","-","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Significant","31-AUG-2017 10:35AM","-"
"37593","2017","WQ-1","2017 TAMPA BAY ENVIRONMENTAL RESTORATION FUND - TAMPA ELECTRIC COMPANY","MICROPLASTICS IN TAMPA BAY - We propose to formalize microplastic monitoring methods, determine baseline concentrations, and explore magnitude of sources/sinks during a two-year pilot program in Tampa Bay. Microplastic concentrations will be measured in surface waters (net tow and discrete water samples), sediments, wastewater treatment effluent, as well as copepod (micrograzer) and manatee (macrograzer) guts.","TBEP APPLIED FOR AND RECEIVED FUNDING FROM TECO.","10","0","0","0","0","90","0","0","0","0","0","0","0","0","0","0","0","10000","0","10000","0","-","-","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","31-AUG-2017 10:29AM","-"
"37592","2017","BH-1,WQ-1","2017 TAMPA BAY ENVIRONMENTAL RESTORATION FUND - FLORIDA DEPT. OF TRANSPORTATION","MOBBLY- This project will focus on the restoration and enhancement of tidal creeks and estuarine tidal habitats within the Mobbly Bayou Preserve. Construction will consist traditional techniques and hydro-blasting to remove spoil mounds, create littoral shelves, and establish ditch blocks to restore natural hydrology and increase estuarine habitat.
IGNACIO-Ignacio Haya Park is located in the City of Tampa, 2,200 linear feet
along the eastern bank of Hillsborough River between Hillsborough Ave. & West South Ave. (Figure 1). This
project will stabilize an eroding shoreline, reduce sediment pollution and restore wetland vegetation, via the
creation of a Living Shoreline.","TBEP APPLIED FOR AND RECEIVED SIGNIFICANT CASH FUNDING FOR THESE PROJECTS.","10","0","0","0","0","0","90","0","0","0","0","0","0","300000","0","0","0","0","0","300000","0","-","-","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","31-AUG-2017 10:16AM","-"
"37591","2017","BH-1, FW-6","2017 TAMPA BAY ENVIRONMENTAL RESTORATION FUND - HILLSBOROUGH COUNTY","This project will reveal the natural resource benefits of estuarine
restorations by examining habitat features contributing to diverse native fish communities and
greater sportfish density, growth, and body condition. Results from this examination will be used
to create conceptual and statistical models to inform past, ongoing, and future restoration
activities.","TBEP APPLIED FOR AND RECEIVED FUNDING FROM HILLS COUNTY","10","0","0","0","0","45","45","0","0","0","0","0","0","0","0","110000","0","0","0","110000","0","-","-","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","31-AUG-2017 10:03AM","-"
"14749","2016","BH-1; WQ-1","2016 Tampa Bay Environmental Restoration Fund - Hillsborough","Cooperative Funding agreement between the Tampa Bay Estuary Program and Hillsborough County to provide local partners with a source of funding for projects that will implement on-the-ground habitat and species conservation, restoration and water quality projects in Tampa Bay.","Cooperative Funding agreement between the Tampa Bay Estuary Program and Hillsborough County to provide local partners with a source of funding for projects.","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","110000","0","0","0","110000","0","-","Copied project description to fill in role description. (10/11/2016 5:08:05 pm)","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","30-AUG-2016 01:10PM","11-OCT-2016 05:08PM"
"14637","2016","BH-1, WQ-1, PE-1","2016 Tampa Bay Environmental Restoration Fund - SWFWMD","Cooperative Funding agreement between the Tampa Bay Estuary Program and the Southwest Florida Water Management District to provide local partners with a source of funding for projects that will implement on-the-ground habitat and species conservation, restoration and water quality projects in Tampa Bay. This funding will support six separate projects.","Cooperative Funding agreement between the Tampa Bay Estuary Program and the Southwest Florida Water Management District to provide local partners with a source of funding for projects.","0","0","0","0","0","25","50","0","25","0","0","0","0","350000","0","0","1652000","0","0","350000","1652000","-","Supplied role description from project description.  (10/11/2016 5:14:13 pm)","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","25-AUG-2016 02:59PM","11-OCT-2016 05:14PM"
"14634","2016","BH-1, PE-1","Specialty License Plate - Bay Mini-Grants","Revenue from the sales of the Tampa Bay Estuary Specialty License Plate is used for a competitive community grants program for projects addressing CCMP Actions; primarily bay restoration and education projects. The Bay Mini-Grant Program is financed by annual sales of the Tampa Bay Estuary specialty license plate, also known as the ""tarpon tag."" The Program seeks individual proposals for amounts not exceeding $5,000. Grant monies are dispensed through reimbursement of expenses related to the grant project.","The Bay Mini-Grant Program is financed by annual sales of the Tampa Bay Estuary specialty license plate, also known as the ""tarpon tag.""","0","50","0","0","0","0","50","0","0","0","0","0","0","100000","0","0","0","0","0","100000","0","-","Supplied role description based on project description.  (10/11/2016 5:15:47 pm)","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","25-AUG-2016 02:40PM","11-OCT-2016 05:15PM"
"14633","2016","BH-1, PE-1","Tampa Bay Coastal Wetland Assessment and Training Manual","TBEP received an EPA R4 Wetland Development Grant to build upon the successful effort of the Critical Coastal Habitat Assessment (CCHA). The Coastal Wetland Assessment (CWA) utilizes the same methodology but expands the monitoring program to four new sites around the watershed. Of particular note is that locations for the CWA may have been restored or had hydrological modifications in the past; these sites were excluded from the CCHA selection process. The objective is to examine whether sites with previous alterations respond differently to climate change impacts than more pristine sites. The CWA will also develop a multi-media training manual that can be used by coastal managers to implement the monitoring program in other locations around the state of Florida and Gulf of Mexico region.  Florida Fish and Wildlife Conservation Commission (State) and Pinellas County will be contributing in kind- match for this project.","Florida Fish and Wildlife Conservation Commission (State) and Pinellas County will be contributing in kind- match for this project.","0","0","0","0","0","100","0","0","0","0","0","115000","0","0","29000","0","10000","0","0","115000","39000","Florida Fish and Wildlife Conservation Commission (State) and Pinellas County will be contributing in kind- match for this project. (10/12/2016 8:39:32 am) (¿10¿/¿12¿/¿2016 2:34:10 pm)","Please clarify state/local partner(s) that leveraged resources for this project. (10/11/2016 5:17:04 pm)

Copied NEP comments to Role description. (10/12/2016 2:41:06 pm)","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","25-AUG-2016 02:37PM","12-OCT-2016 02:42PM"
"14632","2016","BH-1, WQ-1, PE-1","2015-2016 Cooperative Agreement and Annual Workplan","CCMP implementation. Staff salary, benefits, overhead. Benthic and Seagrass Monitoring Program. Tech Support and Data Management. Dredged Hole Assessment	 			           
Implementing OTB modeling results			           
Ocean acidification/blue carbon assessment		         
CCMP Goals Vulnerability Assessment		           
Blue Carbon Climate Ready Estuary
Community Information and Publications. Tampa Bay Estuary Atlas. Bay Soundings newsletter. Give-A-Day outreach.  The $425,000 in local cash match is a long-term commitment established through the TBEP's Interlocal Agreement. Most of the cash match has already been received. The $235,000 is an in-kind project from a local partner to help us meet our 50/50 requirement. This information is listed in detail in our workplan that was submitted.","The $425,000 in local cash match is a long-term commitment established through the TBEP's Interlocal Agreement. Most of the cash match has already been received. The $235,000 is an in-kind project from a local partner to help us meet our 50/50 requirement.","53","7","0","0","0","40","0","0","0","0","0","0","0","0","0","425000","235000","0","0","425000","235000","The $425,000 in local cash match is a long-term commitment established through the TBEP's Interlocal Agreement. Most of the cash match has already been received. The $235,000 is an in-kind project from a local partner to help us meet our 50/50 requirement. This information is listed in deatil in our workplan that was submitted. (10/12/2016 8:36:57 am) (¿10¿/¿12¿/¿2016 2:36:08 pm)","Please briefly clarify roles of partner(s) in leveraging these resources, esp since this is Primary. Thanks.
 (10/11/2016 5:06:27 pm)

Supplied Role description from NEP comments. (10/12/2016 2:39:00 pm)","Please remove federal match. (¿10¿/¿11¿/¿2016 10:24:48 am)","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","25-AUG-2016 02:24PM","12-OCT-2016 02:39PM"
"14727","2016","BH-1; WQ-1","Tampa Bay Dredged Hole Habitat Assessment","The Tampa Bay Dredged Hole Habitat Assessment will evaluate the current ecological habitat value and recommend restoration and management options for eleven dredged holes in submerged lands of Tampa Bay. This project builds upon TBEP’s successful 2003-2005 Tampa Bay Dredged Hole Habitat Assessment Project, TBEP Technical Report #04-05. The project team will collect water, sediment, bathymetric, benthic and nekton data during a robust 12-month sampling period, following the design of the previous study.  The team will determine which habitats, based on water quality and nekton and benthic use, could benefit from restoration and recommend appropriate management actions (e.g., partial or total filling to improve DO conditions or increase seagrass coverage). The 18-month project begins in 2016 and incorporates bathymetric, benthic, fisheries and water quality monitoring at 11 holes. The contracts for this project became effective in May 2016 and the project should be completed this year. The funds are $200K coming from the SWFWMD and $35,880 coming from Hillsborough County.  Results will be finalized in 2017.","The funds are $200K coming from the SWFWMD and $35,880 coming from Hillsborough County.","0","0","0","0","0","100","0","0","0","0","0","0","0","200000","0","35880","0","0","0","235880","0","The contracts for this project became effective in May 2016 and the project should be completed this year. The funds are $200K coming from the SWFWMD and $35,880 coming from Hillsborough County. (10/12/2016 8:45:55 am) (¿10¿/¿12¿/¿2016 2:35:03 pm)","Please clarify the project description to reflect activities supported by funds being reported this year. It sounds like this is happening in the future. 

Info from NEP supplied in Role description. 

Also, please elaborate on the partner(s) responsible for leveraging resources for this project.  (10/11/2016 5:19:04 pm) (10/12/2016 2:40:01 pm)","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","29-AUG-2016 01:46PM","12-OCT-2016 02:40PM"
"14748","2016","BH-1; WQ-1","2016 Tampa Bay Environmental Restoration Fund - Pinellas","Cooperative Funding agreement between the Tampa Bay Estuary Program and Pinellas County to provide local partners with a source of funding for projects that will implement on-the-ground habitat and species conservation, restoration and water quality projects in Tampa Bay.","Cooperative Funding agreement between the Tampa Bay Estuary Program and Pinellas County to provide local partners with a source of funding for projects.","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","50000","0","0","0","50000","0","-","Copied description from project description to clarify role description.  (10/11/2016 5:12:18 pm)","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","30-AUG-2016 01:09PM","11-OCT-2016 05:12PM"
"14750","2016","BH-1; WQ-1","Tampa Bay Environmental Restoration Fund - FDOT","Cooperative Funding agreement between the Tampa Bay Estuary Program and the FDOT to provide local partners with a source of funding for projects that will implement on-the-ground habitat and species conservation, restoration and water quality projects in Tampa Bay.","Cooperative Funding agreement between the Tampa Bay Estuary Program and the FDOT to provide local partners with a source of funding for projects.","0","0","0","0","0","0","100","0","0","0","0","0","0","100000","0","0","0","0","0","100000","0","-","Supplied role description based on project description.  (10/11/2016 5:20:00 pm)","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","30-AUG-2016 01:12PM","11-OCT-2016 05:20PM"
"6948","2015","WQ-1, BH-1","2015 Tampa Bay Environmental Restoration Fund - MANATEE","Cooperative Funding agreement between TBEP and Manatee County for monitoring at Duette Preserve in Manatee. The project objective is to continue with the environmental monitoring program at Duette Preserve. The second fly over is scheduled for March-April of 2015 and Wetlands Assessment Plans (WAP) will be conducted on affected wetlands in the preserve in 2016. The third fly over to collect remote sensing data would be scheduled for March-April of 2017. Remote sensing and WAP data will provide information on soil moisture, wetland hydration, and functional condition data of previous restoration areas and the preserves in general.","Indicates that the NEP played a central role in obtaining the leveraging resources","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","75000","0","0","0","75000","0","-","-","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","13-AUG-2015 03:09AM","13-AUG-2015 03:09AM"
"16164","2015","WQ-1, BH-1","2015 Tampa Bay Environmental Restoration Fund -USFWS","Cooperative Funding agreement between the Tampa Bay Estuary Program and the USFWS to support the Ft. DeSoto recirculation project. The PROJECT is a replication of a similar project that was completed in 2004 at the main entrance to the park. That first causeway replacement resulted in immediate tidal flushing of the bays at that entrance causeway. Measurable results of the 2004 park entrance hydrological restoration project also included the establishment of an additional 200 acres of seagrass beds in the vicinity of the project. Additionally, higher quality seagrass was established as long-lived Thalassia outcompeted the more ephemeral Halodule. That first hydrological restoration project received national awards (including Gulf Guardian award) and recognition for the ecological benefits resulting from the work. This second project is expected to duplicate and expand the environmental benefits to Tampa Bay, a SWIM (Southwest Florida Water Management District Surface Water Improvement Management) water body, as well as the ecological enhancements to Fort De Soto Park, which boasts up to 3.1 million annual visitors and the best beach in the nation.","Indicates that the NEP played a central role in obtaining the leveraging resources","0","0","0","0","0","0","100","0","0","0","0","20000","0","0","0","0","0","0","0","20000","0","-","-","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","13-AUG-2015 03:31AM","13-AUG-2015 03:31AM"
"16198","2015","WQ-1, BH-1","2015 Tampa Bay Environmental Restoration Fund -Mosaic Co.","Cooperative Funding agreement between the TBEP and Mosaic Co. Foundation to provide local partners with a source of funding for projects that will implement on-the-ground habitat and species conservation, restoration and water quality projects. These funds will help support 2 TBERF projects; The Restore Americas Estuaries Blue Carbon project and the Ft. Desoto restoration project. BLUE CARBON - Coastal wetlands, broadly defined as salt marshes, mangrove forests, and seagrass meadows) are important transitional ecosystems that incorporate characteristics of both marine and terrestrial ecosystems. Along with providing critical habitat for many economically important and protected species, they also provide critical ecosystem services (including carbon sequestration and wave and storm-surge protection), thus having high economic value. These highly productive ecosystems account for a disproportionately large amount of total organic carbon burial in marine environments compared to their surface area and therefore play an important role in the global carbon cycle (Breithaupt et al. 2012). For this reason, they are often termed ‘blue carbon’ ecosystems as plants remove atmospheric CO2 and sequester it living biomass or soil organic carbon (OC). Among the myriad of global threats to coastal environments, accelerated sea-level rise is perhaps the greatest threat to coastal wetlands. One of the fundamental climate change questions is whether coastal wetland soils will continue to function as a globally significant sink of organic carbon. While changes to precipitation, temperature, cyclone activity, etc. may influence the natural carbon sequestration provided by these ecosystems, the capability to keep pace with sea-level rise (SLR) is perhaps of greatest immediate concern (Ellison and Stoddart 1991). In addition to the threat of SLR simply outpacing current accretion rates, there is the potential for this to be exacerbated in some areas by accelerating soil OC mineralization due to increasing salinity. The increase in salinity supplies sulfate which functions as a terminal electron acceptor that soil microbes can utilize to enhance mineralization in the brackish ecotone regions of coastal wetlands. Coastal wetlands that receive minimal terrigenous sediments are largely dependent on the rate of OC accumulation as a key contributor to accretion (Cahoon and Lynch 1997). Preliminary results from studies of organic carbon burial in wetland soils along the west coast of Florida indicate that accretion rates have not kept pace with the accelerated rate of SLR observed over the last decade. These locations also have substantially lower OC burial rates than systems that are keeping pace with SLR and are located in the ecotone region most susceptible to enhanced OC mineralization. Thus, single values of OC stock and burial with a given system (e.g. the Tampa Bay Estuary) may not be representative of the dynamic variability of carbon dynamics known to occur in coastal wetland soils. It is therefore necessary to measure soil carbon as well as standing biomass in a variety of coastal wetland habitats (mangroves, marshes, salt barrens) to refine estimates of carbon stock and sequestration in the dynamic transitional ecosystems. FORT DESOTO - Ft. De Soto Park is located at the southern tip of Pinellas County and lies adjacent to Tampa Bay to the east and the Gulf of Mexico to the west. The entirety of the project lies within the Tampa Bay Watershed. The planned project consists of two elements aimed at estuary habitat restoration and bay water quality improvement. The first element involves restoring hydrologic flow and circulation between two backwater bays currently blocked by a land bridge formed by the access road to one of the park’s upland islands. Restoring circulation between the two backwater bays will allow better flushing during tidal cycles and improve water quality conditions (such as dissolved oxygen) within these areas.","Indicates that the NEP played a central role in obtaining the leveraging resources","0","0","0","0","0","25","75","0","0","0","0","0","0","0","0","0","0","75000","0","75000","0","-","-","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","13-AUG-2015 03:24AM","13-AUG-2015 03:24AM"
"7166","2015","WQ-1, BH-1","2015 Tampa Bay Environmental Restoration Fund - Hillsborough","This is a Cooperative Funding agreement between TBEP and Hillsborough County to provide local partners with a source of funding for projects that will implement on-the-ground habitat and species conservation, restoration and water quality projects. These funds will help support 2 Tampa Bay Environmental Restoration Fund projects. TBEP staff will manage these projects that also help towards TBEP CCMP implementation.","Indicates that the NEP played a central role in obtaining the leveraging resources","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","100000","0","0","0","100000","0","-","-","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","13-AUG-2015 02:43AM","13-AUG-2015 02:43AM"
"7164","2015","WQ-1","Pinellas County's Allen's Creek and Alligator Lake 14-15","The Tampa Bay Estuary Program has contracted with Hydrodynamics to install, maintain and collect data to perform continuous discharge monitoring to compute pollutant loads discharging to the bay from Allen's Creek and Alligator Lake.","Indicates that the NEP played a central role in obtaining the leveraging resources","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","3500","0","0","0","3500","0","-","-","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","13-AUG-2015 02:28AM","13-AUG-2015 02:28AM"
"7192","2015","WQ-1, BH-1","2015 Tampa Bay Environmental Restoration Fund - Tampa Electric","Cooperative Funding agreement between the Tampa Bay Estuary Program and the Tampa Electric TECO to provide local partners with a source of funding for an Fish and Wildlife Commission Pyrodinium study. Advances in habitat restoration and improvements in water quality in Tampa Bay since the 1980s provide a success story in estuarine management. However, Old Tampa Bay has recovered more slowly than other Bay segments with missed water quality targets and declines in seagrass coverage. Since 2000, the dinoflagellate Pyrodinium bahamense has bloomed nearly annually in Old Tampa Bay, where its high biomass and cascading effects of low dissolved oxygen, fish kills, and degraded water quality contribute to observed lags in ecosystem and seagrass recovery. Predictions of timing, location, and severity of P. bahamense blooms are needed to identify potential management actions for reducing blooms and improving water quality in Old Tampa Bay. This project will address critical information gaps that impede bloom models. Specifically, P. bahamense produces resting cysts that settle to the seafloor, creating a seed bed that serves to inoculate subsequent blooms. These seed beds are important predictors for when and where blooms will occur, but current estimates of cyst abundance do not take into account cyst maturity, which is a requirement for germination. To develop an empirical formula for quantifying seeding potential, our team of FWRI, USGS, and EPCHC scientists will characterize the distribution of viable, mature cysts in the top layers of sediment and quantify sediment deposition, erosion, and/or mixing processes. Our data on seeding potential, along with information on germination and growth requirements, will be transferred to Tampa Bay Estuary Program (TBEP) for incorporation into existing models, so that potential management actions can be identified and evaluated.","Indicates that the NEP played a central role in obtaining the leveraging resources","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","10000","0","10000","0","-","-","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","13-AUG-2015 02:46AM","13-AUG-2015 02:46AM"
"7165","2015","WQ-1, BH-1","2015 Tampa Bay Environmental Restoration Fund - FDOT","The Fantasy Island Living Shoreline Stabilization Project will create 0.18 acres (enhancing 0.64 acres) of estuarine oyster reef habitat by building 1,220 linear feet of oyster communities using 1,080 oyster domes (Lo-Pro Reef Balls™) and 41.5 tons of fossilized oyster shell. This comprehensive ecosystem restoration method was chosen based on past successful projects at MacDill AFB and around Tampa Bay. Tampa Bay Watch, in partnership with Florida Aquarium and Port Tampa Bay, are confident these measures will accomplish the goals of sediment erosion control and reestablishing a living shoreline on Fantasy Island and will meet the goals outlined by the Comprehensive Conservation & Management Plan which is the governing management plan for Tampa Bay developed by the Tampa Bay Estuary Program. The southern shoreline of Fantasy Island receives extreme wave energy resulting in erosion of existing natural communities. The erosion is caused by increased commercial ship traffic in the main ship channel located to the southwest, as well as strong storm events. Problems associated with erosion affect the native plant species that are anchoring the sediments along this shoreline. This area contains red and black mangroves, palms and many native barrier island plants (seagrape, dune sunflower, railroad vine, privet, etc.) that are being destroyed by powerful wave energy that hits the southern shoreline. Also of concern, is a small rookery located adjacent to the project site on the west side of Fantasy Island. Audubon has monitored breeding activity of Tricolored Heron, Little Blue Heron, Snowy Egret, and Yellow-crowned Night-Heron at this site. Without protection of the native plants, that are stabilizing the shoreline, soil erosion will continue and may result in the loss of critical habitat vital to the rookery and the rookery itself. Oyster construction projects have been essential to restore hard bottom habitats for fish and wildlife resources in Tampa Bay. The Bay has suffered extensive losses of oyster communities not only from human consumption but also from construction activities and road building projects over the last 100 years. Additionally, Hillsborough Bay has suffered from the worst water quality impacts due to the urbanized nature of the embayment, storm water loadings and historical discharges from the largest wastewater treatment plant in the State of Florida. The establishment of an ecosystem-based restoration project along the shoreline of Fantasy Island will enhance and protect local biodiversity through the creation of foraging areas for the many species of fish, birds and other wildlife. Typically oyster communities improve water quality conditions and create calm environments that allow seagrass and salt marsh recovery in the area. Additionally, once the new oyster reefs have matured and the sediments have stabilized, existing salt marsh grasses can continue to expand landward of the new reefs.","Indicates that the NEP played a central role in obtaining the leveraging resources","0","0","0","0","0","0","100","0","0","0","0","0","0","55000","0","0","0","0","0","55000","0","-","-","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","13-AUG-2015 03:27AM","13-AUG-2015 03:27AM"
"6819","2015","BH-1, WQ-1, PE-1","2014-2015 Cooperative Agreement and Annual Workplan","CCMP implementation. Staff salary, benefits, overhead. Benthic and Seagrass Monitoring Program. Tech Support and Data Management. BASIS 6, Community Information and Publications. Tampa Bay Estuary Atlas. Bay Soundings newsletter. Give-A-Day outreach.","Indicates that the NEP played a central role in obtaining the leveraging resources","67","9","0","0","0","10","0","0","10","0","4","0","0","0","0","548000","0","0","0","548000","0","-","-","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","13-AUG-2015 02:19AM","13-AUG-2015 02:19AM"
"6818","2015","BH-1, WQ-1","Salinty Barrier Removal Feasibilty in Bay Tributaries YR II","The Project goals are to increase bay habitats and improve water quality. The objectives of this project are delineated into the following key tasks: 1) catalog the location and extent of salinity barrier structures within Tampa Bay tidal tributaries, 2) determine the feasibility of removal by determining overall tributary restoration options and monitoring conditions in a pilot tidal tributary where hydrology can be manipulated to determine net benefits of removing a salinity barrier, 3) prioritize restoration with coordinated salinity barrier removal in tidal tributaries according to overall habitat restoration opportunities within their watershed, 4) develop site plans and secure necessary permits for up to three salinity barrier removal restoration and enhancement projects within select tidal tributary watershed(s), and, 5) perform restoration construction in the permitted, high-priority tidal tributary restoration sites.","Indicates that the NEP played a central role in obtaining the leveraging resources","0","0","0","0","0","100","0","0","0","0","0","94000","0","0","0","0","0","0","0","94000","0","-","-","-","-","Region 4","FL","Tampa Bay Estuary Program","APPROVED","APPROVED","Primary","13-AUG-2015 03:38AM","13-AUG-2015 03:38AM"
